s,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
Time,Total,NITROGEN,OXYGEN,CARBON DIOXIDE,WATER VAPOR,CARBON MONOXIDE,SOOT,HYDROGEN,HYDROGEN CYANIDE,HEPTAN_SURROGATE,LUMPED AIR,LUMPED HEPTAN_SURROGATE,LUMPED PRODUCTS
 2.8700284E+002, 5.7450756E+001, 4.3669469E+001, 1.2802007E+001, 4.0890467E-001, 5.5940060E-001, 2.1879935E-003, 6.7581812E-003, 0.0000000E+000, 0.0000000E+000, 2.0281452E-003, 5.5464664E+001, 2.0281452E-003, 1.9840641E+000
 2.8800211E+002, 5.7451259E+001, 4.3669467E+001, 1.2800278E+001, 4.1041902E-001, 5.6010141E-001, 2.1968285E-003, 6.7854704E-003, 0.0000000E+000, 0.0000000E+000, 2.0101222E-003, 5.5457173E+001, 2.0101222E-003, 1.9920756E+000
 2.8900662E+002, 5.7451744E+001, 4.3669451E+001, 1.2798190E+001, 4.1224384E-001, 5.6094577E-001, 2.2074750E-003, 6.8183546E-003, 0.0000000E+000, 0.0000000E+000, 1.8872561E-003, 5.5448127E+001, 1.8872561E-003, 2.0017298E+000
 2.9000150E+002, 5.7452242E+001, 4.3669444E+001, 1.2796508E+001, 4.1371611E-001, 5.6162706E-001, 2.2160645E-003, 6.8448856E-003, 0.0000000E+000, 0.0000000E+000, 1.8857360E-003, 5.5440838E+001, 1.8857360E-003, 2.0095187E+000
 2.9100046E+002, 5.7452690E+001, 4.3669400E+001, 1.2794981E+001, 4.1504204E-001, 5.6224030E-001, 2.2238004E-003, 6.8687800E-003, 0.0000000E+000, 0.0000000E+000, 1.9345370E-003, 5.5434222E+001, 1.9345370E-003, 2.0165336E+000
 2.9200391E+002, 5.7453194E+001, 4.3669397E+001, 1.2793235E+001, 4.1657120E-001, 5.6294794E-001, 2.2327218E-003, 6.8963361E-003, 0.0000000E+000, 0.0000000E+000, 1.9142222E-003, 5.5426656E+001, 1.9142222E-003, 2.0246235E+000
 2.9300027E+002, 5.7453702E+001, 4.3669398E+001, 1.2791637E+001, 4.1797122E-001, 5.6359587E-001, 2.2408898E-003, 6.9215650E-003, 0.0000000E+000, 0.0000000E+000, 1.9370284E-003, 5.5419735E+001, 1.9370284E-003, 2.0320302E+000
 2.9400894E+002, 5.7454173E+001, 4.3669371E+001, 1.2789949E+001, 4.1944255E-001, 5.6427655E-001, 2.2494740E-003, 6.9480794E-003, 0.0000000E+000, 0.0000000E+000, 1.9359436E-003, 5.5412423E+001, 1.9359436E-003, 2.0398143E+000
 2.9500598E+002, 5.7454680E+001, 4.3669372E+001, 1.2788305E+001, 4.2088390E-001, 5.6494359E-001, 2.2578831E-003, 6.9740531E-003, 0.0000000E+000, 0.0000000E+000, 1.9440091E-003, 5.5405296E+001, 1.9440091E-003, 2.0474397E+000
 2.9600552E+002, 5.7455140E+001, 4.3669341E+001, 1.2786705E+001, 4.2227665E-001, 5.6558787E-001, 2.2660088E-003, 6.9991515E-003, 0.0000000E+000, 0.0000000E+000, 1.9644750E-003, 5.5398368E+001, 1.9644750E-003, 2.0548080E+000
 2.9700174E+002, 5.7455657E+001, 4.3669356E+001, 1.2784840E+001, 4.2391449E-001, 5.6634597E-001, 2.2755642E-003, 7.0286658E-003, 0.0000000E+000, 0.0000000E+000, 1.8967210E-003, 5.5390288E+001, 1.8967210E-003, 2.0634728E+000
 2.9800836E+002, 5.7456140E+001, 4.3669344E+001, 1.2783108E+001, 4.2542941E-001, 5.6704695E-001, 2.2844026E-003, 7.0559654E-003, 0.0000000E+000, 0.0000000E+000, 1.8720290E-003, 5.5382781E+001, 1.8720290E-003, 2.0714874E+000
 2.9900089E+002, 5.7456606E+001, 4.3669321E+001, 1.2781615E+001, 4.2673079E-001, 5.6764902E-001, 2.2919952E-003, 7.0794172E-003, 0.0000000E+000, 0.0000000E+000, 1.9181409E-003, 5.5376315E+001, 1.9181409E-003, 2.0783724E+000
 3.0000504E+002, 5.7457118E+001, 4.3669337E+001, 1.2779979E+001, 4.2816835E-001, 5.6831444E-001, 2.3003822E-003, 7.1053224E-003, 0.0000000E+000, 0.0000000E+000, 1.9125785E-003, 5.5369228E+001, 1.9125785E-003, 2.0859776E+000
 3.0100668E+002, 5.7457547E+001, 4.3669292E+001, 1.2778139E+001, 4.2976896E-001, 5.6905479E-001, 2.3097206E-003, 7.1341667E-003, 0.0000000E+000, 0.0000000E+000, 1.8490311E-003, 5.5361253E+001, 1.8490311E-003, 2.0944457E+000
 3.0200006E+002, 5.7458001E+001, 4.3669272E+001, 1.2776555E+001, 4.3115079E-001, 5.6969411E-001, 2.3177826E-003, 7.1590681E-003, 0.0000000E+000, 0.0000000E+000, 1.8521102E-003, 5.5354392E+001, 1.8521102E-003, 2.1017563E+000
 3.0300766E+002, 5.7458466E+001, 4.3669264E+001, 1.2774937E+001, 4.3256622E-001, 5.7034909E-001, 2.3260405E-003, 7.1845749E-003, 0.0000000E+000, 0.0000000E+000, 1.8381109E-003, 5.5347383E+001, 1.8381109E-003, 2.1092446E+000
 3.0400314E+002, 5.7458917E+001, 4.3669251E+001, 1.2773140E+001, 4.3413729E-001, 5.7107604E-001, 2.3352065E-003, 7.2128864E-003, 0.0000000E+000, 0.0000000E+000, 1.7645687E-003, 5.5339596E+001, 1.7645687E-003, 2.1175562E+000
 3.0500497E+002, 5.7459365E+001, 4.3669241E+001, 1.2771378E+001, 4.3567833E-001, 5.7178913E-001, 2.3441972E-003, 7.2406566E-003, 0.0000000E+000, 0.0000000E+000, 1.6933636E-003, 5.5331963E+001, 1.6933636E-003, 2.1257090E+000
 3.0600601E+002, 5.7459819E+001, 4.3669240E+001, 1.2769751E+001, 4.3710371E-001, 5.7244877E-001, 2.3525132E-003, 7.2663425E-003, 0.0000000E+000, 0.0000000E+000, 1.6563196E-003, 5.5324913E+001, 1.6563196E-003, 2.1332499E+000
 3.0700497E+002, 5.7460265E+001, 4.3669240E+001, 1.2768063E+001, 4.3858250E-001, 5.7313313E-001, 2.3611407E-003, 7.2929909E-003, 0.0000000E+000, 0.0000000E+000, 1.5926528E-003, 5.5317599E+001, 1.5926528E-003, 2.1410733E+000
 3.0800314E+002, 5.7460663E+001, 4.3669208E+001, 1.2766743E+001, 4.3973032E-001, 5.7366405E-001, 2.3678375E-003, 7.3136755E-003, 0.0000000E+000, 0.0000000E+000, 1.6365106E-003, 5.5311881E+001, 1.6365106E-003, 2.1471459E+000
 3.0900061E+002, 5.7461091E+001, 4.3669204E+001, 1.2765197E+001, 4.4108341E-001, 5.7429021E-001, 2.3757317E-003, 7.3380588E-003, 0.0000000E+000, 0.0000000E+000, 1.6022149E-003, 5.5305185E+001, 1.6022149E-003, 2.1543043E+000
 3.1000339E+002, 5.7461510E+001, 4.3669197E+001, 1.2763382E+001, 4.4267162E-001, 5.7502515E-001, 2.3849977E-003, 7.3666791E-003, 0.0000000E+000, 0.0000000E+000, 1.4827491E-003, 5.5297321E+001, 1.4827491E-003, 2.1627067E+000
 3.1100101E+002, 5.7461918E+001, 4.3669184E+001, 1.2761743E+001, 4.4410416E-001, 5.7568800E-001, 2.3933555E-003, 7.3924944E-003, 0.0000000E+000, 0.0000000E+000, 1.4125833E-003, 5.5290220E+001, 1.4125833E-003, 2.1702855E+000
 3.1200555E+002, 5.7462314E+001, 4.3669166E+001, 1.2760230E+001, 4.4542513E-001, 5.7629917E-001, 2.4010623E-003, 7.4162989E-003, 0.0000000E+000, 0.0000000E+000, 1.3765689E-003, 5.5283663E+001, 1.3765689E-003, 2.1772740E+000
 3.1300070E+002, 5.7462716E+001, 4.3669156E+001, 1.2758503E+001, 4.4693559E-001, 5.7699810E-001, 2.4098747E-003, 7.4435182E-003, 0.0000000E+000, 0.0000000E+000, 1.2696840E-003, 5.5276181E+001, 1.2696840E-003, 2.1852650E+000
 3.1400153E+002, 5.7463118E+001, 4.3669150E+001, 1.2757126E+001, 4.4814013E-001, 5.7755550E-001, 2.4169022E-003, 7.4652246E-003, 0.0000000E+000, 0.0000000E+000, 1.2638258E-003, 5.5270217E+001, 1.2638258E-003, 2.1916376E+000
 3.1500970E+002, 5.7463503E+001, 4.3669132E+001, 1.2756109E+001, 4.4902667E-001, 5.7796562E-001, 2.4220745E-003, 7.4812007E-003, 0.0000000E+000, 0.0000000E+000, 1.3667300E-003, 5.5265809E+001, 1.3667300E-003, 2.1963278E+000
 3.1600861E+002, 5.7463904E+001, 4.3669129E+001, 1.2754931E+001, 4.5005817E-001, 5.7844296E-001, 2.4280925E-003, 7.4997887E-003, 0.0000000E+000, 0.0000000E+000, 1.4153519E-003, 5.5260703E+001, 1.4153519E-003, 2.2017849E+000
 3.1700522E+002, 5.7464301E+001, 4.3669127E+001, 1.2753772E+001, 4.5107300E-001, 5.7891259E-001, 2.4340133E-003, 7.5180765E-003, 0.0000000E+000, 0.0000000E+000, 1.4647547E-003, 5.5255682E+001, 1.4647547E-003, 2.2071538E+000
 3.1800388E+002, 5.7464694E+001, 4.3669123E+001, 1.2752526E+001, 4.5216301E-001, 5.7941700E-001, 2.4403726E-003, 7.5377190E-003, 0.0000000E+000, 0.0000000E+000, 1.4869497E-003, 5.5250287E+001, 1.4869497E-003, 2.2129205E+000
 3.1900714E+002, 5.7465094E+001, 4.3669124E+001, 1.2751234E+001, 4.5329538E-001, 5.7994105E-001, 2.4469791E-003, 7.5581247E-003, 0.0000000E+000, 0.0000000E+000, 1.4948523E-003, 5.5244688E+001, 1.4948523E-003, 2.2189111E+000
 3.2000220E+002, 5.7465493E+001, 4.3669126E+001, 1.2749447E+001, 4.5486204E-001, 5.8066610E-001, 2.4561193E-003, 7.5863566E-003, 0.0000000E+000, 0.0000000E+000, 1.3495385E-003, 5.5236944E+001, 1.3495385E-003, 2.2271995E+000
 3.2100497E+002, 5.7465866E+001, 4.3669113E+001, 1.2747987E+001, 4.5613706E-001, 5.8125604E-001, 2.4635580E-003, 7.6093330E-003, 0.0000000E+000, 0.0000000E+000, 1.3009610E-003, 5.5230621E+001, 1.3009610E-003, 2.2339449E+000
 3.2200552E+002, 5.7466237E+001, 4.3669105E+001, 1.2746680E+001, 4.5727972E-001, 5.8178478E-001, 2.4702245E-003, 7.6299243E-003, 0.0000000E+000, 0.0000000E+000, 1.2868084E-003, 5.5224960E+001, 1.2868084E-003, 2.2399901E+000
 3.2300842E+002, 5.7466597E+001, 4.3669103E+001, 1.2744989E+001, 4.5876102E-001, 5.8247029E-001, 2.4788668E-003, 7.6566180E-003, 0.0000000E+000, 0.0000000E+000, 1.1382666E-003, 5.5217632E+001, 1.1382666E-003, 2.2478268E+000
 3.2400858E+002, 5.7466938E+001, 4.3669108E+001, 1.2743298E+001, 4.6024422E-001, 5.8315674E-001, 2.4875200E-003, 7.6833459E-003, 0.0000000E+000, 0.0000000E+000, 9.6079589E-004, 5.5210304E+001, 9.6079589E-004, 2.2556736E+000
 3.2500934E+002, 5.7467211E+001, 4.3669085E+001, 1.2741819E+001, 4.6153323E-001, 5.8375308E-001, 2.4950404E-003, 7.7065746E-003, 0.0000000E+000, 0.0000000E+000, 8.1907526E-004, 5.5203899E+001, 8.1907526E-004, 2.2624930E+000
 3.2600140E+002, 5.7467481E+001, 4.3669085E+001, 1.2740546E+001, 4.6264850E-001, 5.8426921E-001, 2.5015472E-003, 7.7266723E-003, 0.0000000E+000, 0.0000000E+000, 7.0361375E-004, 5.5198384E+001, 7.0361375E-004, 2.2683933E+000
 3.2700861E+002, 5.7467688E+001, 4.3669060E+001, 1.2739583E+001, 4.6348613E-001, 5.8465664E-001, 2.5064342E-003, 7.7417671E-003, 0.0000000E+000, 0.0000000E+000, 6.5411738E-004, 5.5194209E+001, 6.5411738E-004, 2.2728248E+000
 3.2800580E+002, 5.7467898E+001, 4.3669056E+001, 1.2738683E+001, 4.6427365E-001, 5.8502106E-001, 2.5110287E-003, 7.7559586E-003, 0.0000000E+000, 0.0000000E+000, 5.9745165E-004, 5.5190309E+001, 5.9745165E-004, 2.2769912E+000
 3.2901315E+002, 5.7468087E+001, 4.3669054E+001, 1.2737902E+001, 4.6495671E-001, 5.8533715E-001, 2.5150138E-003, 7.7682676E-003, 0.0000000E+000, 0.0000000E+000, 5.5374310E-004, 5.5186928E+001, 5.5374310E-004, 2.2806048E+000
 3.3000879E+002, 5.7468269E+001, 4.3669064E+001, 1.2737067E+001, 4.6569108E-001, 5.8567709E-001, 2.5192982E-003, 7.7815011E-003, 0.0000000E+000, 0.0000000E+000, 4.6885565E-004, 5.5183310E+001, 4.6885565E-004, 2.2844899E+000
 3.3101059E+002, 5.7468425E+001, 4.3669073E+001, 1.2736254E+001, 4.6640568E-001, 5.8600787E-001, 2.5234673E-003, 7.7943784E-003, 0.0000000E+000, 0.0000000E+000, 3.6697374E-004, 5.5179788E+001, 3.6697374E-004, 2.2882704E+000
 3.3201099E+002, 5.7468534E+001, 4.3669063E+001, 1.2735722E+001, 4.6686907E-001, 5.8622224E-001, 2.5261709E-003, 7.8027291E-003, 0.0000000E+000, 0.0000000E+000, 3.2927881E-004, 5.5177483E+001, 3.2927881E-004, 2.2907220E+000
 3.3301431E+002, 5.7468624E+001, 4.3669055E+001, 1.2735146E+001, 4.6737193E-001, 5.8645489E-001, 2.5291047E-003, 7.8117908E-003, 0.0000000E+000, 0.0000000E+000, 2.5490028E-004, 5.5174986E+001, 2.5490028E-004, 2.2933824E+000
 3.3400955E+002, 5.7468704E+001, 4.3669058E+001, 1.2734698E+001, 4.6776505E-001, 5.8663685E-001, 2.5313982E-003, 7.8188749E-003, 0.0000000E+000, 0.0000000E+000, 1.9572319E-004, 5.5173046E+001, 1.9572319E-004, 2.2954621E+000
 3.3500455E+002, 5.7468748E+001, 4.3669055E+001, 1.2734286E+001, 4.6812500E-001, 5.8680340E-001, 2.5334982E-003, 7.8253614E-003, 0.0000000E+000, 0.0000000E+000, 1.2036026E-004, 5.5171262E+001, 1.2036026E-004, 2.2973664E+000
 3.3600082E+002, 5.7468743E+001, 4.3669044E+001, 1.2733972E+001, 4.6839749E-001, 5.8692941E-001, 2.5350881E-003, 7.8302721E-003, 0.0000000E+000, 0.0000000E+000, 3.5315725E-005, 5.5169900E+001, 3.5315725E-005, 2.2988081E+000
 3.3702542E+002, 5.7468734E+001, 4.3669037E+001, 1.2733856E+001, 4.6849677E-001, 5.8697530E-001, 2.5356673E-003, 7.8320613E-003, 0.0000000E+000, 0.0000000E+000, 8.8772276E-007, 5.5169400E+001, 8.8772276E-007, 2.2993333E+000
 3.3800150E+002, 5.7468701E+001, 4.3669012E+001, 1.2733845E+001, 4.6850036E-001, 5.8697674E-001, 2.5356884E-003, 7.8321262E-003, 0.0000000E+000, 0.0000000E+000, 4.8274372E-009, 5.5169349E+001, 4.8274372E-009, 2.2993524E+000
 3.3904147E+002, 5.7468676E+001, 4.3668993E+001, 1.2733839E+001, 4.6850027E-001, 5.8697654E-001, 2.5356880E-003, 7.8321249E-003, 0.0000000E+000, 0.0000000E+000, 4.8094772E-009, 5.5169324E+001, 4.8094772E-009, 2.2993520E+000
 3.4000000E+002, 5.7468673E+001, 4.3668991E+001, 1.2733841E+001, 4.6849821E-001, 5.8697557E-001, 2.5356759E-003, 7.8320878E-003, 0.0000000E+000, 0.0000000E+000, 4.8094537E-009, 5.5169332E+001, 4.8094537E-009, 2.2993411E+000
